ID_Caso,Status_Execucao,Aplicacao,Classe_Recurso,codigo_com_bug,fix_gpt,fix_claude,fix_gemini
Case_137_CSipSimple_SINTETICO_9_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Biblioteca,android.database.Cursor,"Cursor c = libraryDb.rawQuery(""SELECT isbn, title FROM books WHERE shelf=?"", new String[]{shelfCode});
while (c.moveToNext()) {
    catalog.add(new Book(c.getString(0), c.getString(1)));
}
return catalog;","Cursor c = null;
try {
    c = libraryDb.rawQuery(""SELECT isbn, title FROM books WHERE shelf=?"", new String[]{shelfCode});
    while (c.moveToNext()) {
        catalog.add(new Book(c.getString(0), c.getString(1)));
    }
    return catalog;
} finally {
    if (c != null) {
        c.close();
    }
}","Cursor c = null;
try {
    c = libraryDb.rawQuery(""SELECT isbn, title FROM books WHERE shelf=?"", new String[]{shelfCode});
    while (c.moveToNext()) {
        catalog.add(new Book(c.getString(0), c.getString(1)));
    }
} finally {
    if (c != null) {
        c.close();
    }
}
return catalog;","try (Cursor c = libraryDb.rawQuery(""SELECT isbn, title FROM books WHERE shelf=?"", new String[]{shelfCode})) {
    while (c.moveToNext()) {
        catalog.add(new Book(c.getString(0), c.getString(1)));
    }
}
return catalog;"
Case_163_IRCCloud_SINTETICO_10_BUG,OK - Já resolvido na rodada anterior,App de Crianças,android.media.MediaPlayer,"public class StoryTimeActivity extends Activity {
    private MediaPlayer narrator;

    private void playStory(int resId) {
        narrator = MediaPlayer.create(this, resId);
        if (narrator != null) {
            narrator.start();
        }
    }

    @Override
    protected void onPause() {
        super.onPause();
    }
}","public class StoryTimeActivity extends Activity {
    private MediaPlayer narrator;

    private void playStory(int resId) {
        releaseNarrator();
        narrator = MediaPlayer.create(this, resId);
        if (narrator != null) {
            narrator.setOnCompletionListener(mp -> {
                mp.release();
                if (mp == narrator) {
                    narrator = null;
                }
            });
            narrator.start();
        }
    }

    @Override
    protected void onPause() {
        super.onPause();
        releaseNarrator();
    }

    @Override
    protected void onDestroy() {
        super.onDestroy();
        releaseNarrator();
    }

    private void releaseNarrator() {
        if (narrator != null) {
            if (narrator.isPlaying()) {
                narrator.stop();
            }
            narrator.release();
            narrator = null;
        }
    }
}","public class StoryTimeActivity extends Activity {
    private MediaPlayer narrator;

    private void playStory(int resId) {
        if (narrator != null) {
            narrator.release();
            narrator = null;
        }
        narrator = MediaPlayer.create(this, resId);
        if (narrator != null) {
            narrator.start();
        }
    }

    @Override
    protected void onPause() {
        super.onPause();
        if (narrator != null) {
            narrator.release();
            narrator = null;
        }
    }
}","public class StoryTimeActivity extends Activity {
    private MediaPlayer narrator;

    private void playStory(int resId) {
        if (narrator != null) {
            narrator.release();
        }
        narrator = MediaPlayer.create(this, resId);
        if (narrator != null) {
            narrator.start();
        }
    }

    @Override
    protected void onPause() {
        super.onPause();
        if (narrator != null) {
            narrator.release();
            narrator = null;
        }
    }
}"
Case_138_APG_SINTETICO_7_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Chat,android.database.Cursor,"Cursor cursor = getContentResolver().query(ChatContract.Messages.CONTENT_URI, new String[]{ChatContract.Messages._ID, ChatContract.Messages.BODY}, ChatContract.Messages.THREAD_ID + ""=?"", new String[]{threadId}, ""sent_at DESC"");
if (cursor != null) {
    while (cursor.moveToNext()) {
        String body = cursor.getString(1);
        if (body != null && !body.isEmpty()) {
            return body;
        }
    }
    cursor.close();
}
return null;","Cursor cursor = null;
try {
    cursor = getContentResolver().query(
        ChatContract.Messages.CONTENT_URI,
        new String[]{ChatContract.Messages._ID, ChatContract.Messages.BODY},
        ChatContract.Messages.THREAD_ID + ""=?"",
        new String[]{threadId},
        ""sent_at DESC""
    );
    if (cursor != null) {
        while (cursor.moveToNext()) {
            String body = cursor.getString(1);
            if (body != null && !body.isEmpty()) {
                return body;
            }
        }
    }
    return null;
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = getContentResolver().query(ChatContract.Messages.CONTENT_URI, new String[]{ChatContract.Messages._ID, ChatContract.Messages.BODY}, ChatContract.Messages.THREAD_ID + ""=?"", new String[]{threadId}, ""sent_at DESC"");
if (cursor != null) {
    try {
        while (cursor.moveToNext()) {
            String body = cursor.getString(1);
            if (body != null && !body.isEmpty()) {
                return body;
            }
        }
    } finally {
        cursor.close();
    }
}
return null;","Cursor cursor = getContentResolver().query(ChatContract.Messages.CONTENT_URI, new String[]{ChatContract.Messages._ID, ChatContract.Messages.BODY}, ChatContract.Messages.THREAD_ID + ""=?"", new String[]{threadId}, ""sent_at DESC"");
if (cursor != null) {
    try {
        while (cursor.moveToNext()) {
            String body = cursor.getString(1);
            if (body != null && !body.isEmpty()) {
                return body;
            }
        }
    } finally {
        cursor.close();
    }
}
return null;"
Case_139_APG_SINTETICO_1_BUG,OK - Já resolvido na rodada anterior,App de Música,android.database.Cursor,"Cursor playlistCursor = context.getContentResolver().query(playlistUri, new String[]{MediaStore.Audio.Playlists._ID}, null, null, null);
if (playlistCursor != null) {
    if (playlistCursor.moveToFirst()) {
        return playlistCursor.getLong(0);
    }
    playlistCursor.close();
}
return -1;","Cursor playlistCursor = context.getContentResolver().query(
        playlistUri,
        new String[]{MediaStore.Audio.Playlists._ID},
        null,
        null,
        null
);
if (playlistCursor != null) {
    try {
        if (playlistCursor.moveToFirst()) {
            return playlistCursor.getLong(0);
        }
    } finally {
        playlistCursor.close();
    }
}
return -1;","Cursor playlistCursor = null;
try {
    playlistCursor = context.getContentResolver().query(playlistUri, new String[]{MediaStore.Audio.Playlists._ID}, null, null, null);
    if (playlistCursor != null && playlistCursor.moveToFirst()) {
        return playlistCursor.getLong(0);
    }
    return -1;
} finally {
    if (playlistCursor != null) {
        playlistCursor.close();
    }
}","Cursor playlistCursor = context.getContentResolver().query(playlistUri, new String[]{MediaStore.Audio.Playlists._ID}, null, null, null);
if (playlistCursor != null) {
    try {
        if (playlistCursor.moveToFirst()) {
            return playlistCursor.getLong(0);
        }
    } finally {
        playlistCursor.close();
    }
}
return -1;"
Case_285_Osmand_SINTETICO_7_BUG,OK - Já resolvido na rodada anterior,App de Finanças Pessoais,java.util.logging.FileHandler,"import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class BudgetReportWriter {
    private static final Logger logger = Logger.getLogger(BudgetReportWriter.class.getName());

    public void persistMonthlyReport(File reportsDir, String month) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(reportsDir, month + ""-budget.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Writing budget report for "" + month);
        } catch (Exception e) {
            logger.severe(""Report generation failed"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
            }
        }
    }
}
","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class BudgetReportWriter {
    private static final Logger logger = Logger.getLogger(BudgetReportWriter.class.getName());

    public void persistMonthlyReport(File reportsDir, String month) {
        try (FileHandler fh = new FileHandler(new File(reportsDir, month + ""-budget.log"").getAbsolutePath())) {
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Writing budget report for "" + month);
            logger.removeHandler(fh);
        } catch (Exception e) {
            logger.severe(""Report generation failed"");
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class BudgetReportWriter {
    private static final Logger logger = Logger.getLogger(BudgetReportWriter.class.getName());

    public void persistMonthlyReport(File reportsDir, String month) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(reportsDir, month + ""-budget.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Writing budget report for "" + month);
        } catch (Exception e) {
            logger.severe(""Report generation failed"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.SimpleFormatter;

public class BudgetReportWriter {
    private static final Logger logger = Logger.getLogger(BudgetReportWriter.class.getName());

    public void persistMonthlyReport(File reportsDir, String month) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(reportsDir, month + ""-budget.log"").getAbsolutePath());
            fh.setFormatter(new SimpleFormatter());
            logger.addHandler(fh);
            logger.info(""Writing budget report for "" + month);
        } catch (Exception e) {
            logger.severe(""Report generation failed"");
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}"
Case_069_OSMTracker_SINTETICO_9_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Mensagens,android.database.Cursor,"Cursor cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"");
if (cursor.moveToFirst()) {
    do {
        long threadId = cursor.getLong(0);
        String lastMessage = cursor.getString(1);
        bindThread(threadId, lastMessage);
    } while (cursor.moveToNext());
}","try (Cursor cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"")) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            long threadId = cursor.getLong(0);
            String lastMessage = cursor.getString(1);
            bindThread(threadId, lastMessage);
        } while (cursor.moveToNext());
    }
}","Cursor cursor = null;
try {
    cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        do {
            long threadId = cursor.getLong(0);
            String lastMessage = cursor.getString(1);
            bindThread(threadId, lastMessage);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = messageDb.query(""threads"", new String[]{""thread_id"", ""last_message""}, ""unread_count > 0"", null, null, null, ""updated_at DESC"")) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            long threadId = cursor.getLong(0);
            String lastMessage = cursor.getString(1);
            bindThread(threadId, lastMessage);
        } while (cursor.moveToNext());
    }
}"
Case_163_IRCCloud_SINTETICO_2_BUG,OK - Já resolvido na rodada anterior,App de Podcast,android.media.MediaPlayer,"public class EpisodeDetailFragment extends Fragment {
    private MediaPlayer mediaPlayer;

    private void streamEpisode(String url) {
        try {
            mediaPlayer = new MediaPlayer();
            mediaPlayer.setAudioStreamType(AudioManager.STREAM_MUSIC);
            mediaPlayer.setDataSource(url);
            mediaPlayer.setOnPreparedListener(MediaPlayer::start);
            mediaPlayer.prepareAsync();
        } catch (Exception e) {
        }
    }

    @Override
    public void onDestroyView() {
        super.onDestroyView();
    }
}","public class EpisodeDetailFragment extends Fragment {
    private MediaPlayer mediaPlayer;

    private void streamEpisode(String url) {
        releaseMediaPlayer();
        try {
            mediaPlayer = new MediaPlayer();
            mediaPlayer.setAudioStreamType(AudioManager.STREAM_MUSIC);
            mediaPlayer.setDataSource(url);
            mediaPlayer.setOnPreparedListener(MediaPlayer::start);
            mediaPlayer.prepareAsync();
        } catch (Exception e) {
            releaseMediaPlayer();
        }
    }

    private void releaseMediaPlayer() {
        if (mediaPlayer != null) {
            try {
                if (mediaPlayer.isPlaying()) {
                    mediaPlayer.stop();
                }
            } catch (IllegalStateException e) {
            }
            mediaPlayer.reset();
            mediaPlayer.release();
            mediaPlayer = null;
        }
    }

    @Override
    public void onDestroyView() {
        releaseMediaPlayer();
        super.onDestroyView();
    }
}","public class EpisodeDetailFragment extends Fragment {
    private MediaPlayer mediaPlayer;

    private void streamEpisode(String url) {
        try {
            releaseMediaPlayer();
            mediaPlayer = new MediaPlayer();
            mediaPlayer.setAudioStreamType(AudioManager.STREAM_MUSIC);
            mediaPlayer.setDataSource(url);
            mediaPlayer.setOnPreparedListener(MediaPlayer::start);
            mediaPlayer.prepareAsync();
        } catch (Exception e) {
            releaseMediaPlayer();
        }
    }

    private void releaseMediaPlayer() {
        if (mediaPlayer != null) {
            if (mediaPlayer.isPlaying()) {
                mediaPlayer.stop();
            }
            mediaPlayer.release();
            mediaPlayer = null;
        }
    }

    @Override
    public void onDestroyView() {
        releaseMediaPlayer();
        super.onDestroyView();
    }
}","public class EpisodeDetailFragment extends Fragment {
    private MediaPlayer mediaPlayer;

    private void streamEpisode(String url) {
        try {
            mediaPlayer = new MediaPlayer();
            mediaPlayer.setAudioStreamType(AudioManager.STREAM_MUSIC);
            mediaPlayer.setDataSource(url);
            mediaPlayer.setOnPreparedListener(MediaPlayer::start);
            mediaPlayer.prepareAsync();
        } catch (Exception e) {
        }
    }

    @Override
    public void onDestroyView() {
        super.onDestroyView();
        if (mediaPlayer != null) {
            mediaPlayer.release();
            mediaPlayer = null;
        }
    }
}"
Case_149_AnySoftKeyboard_SINTETICO_7_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Notícias,android.database.sqlite.SQLiteDatabase,"@Override
protected void onStop() {
    super.onStop();
}

private void markArticleRead(long id) {
    SQLiteDatabase db = newsDbHelper.getWritableDatabase();
    ContentValues values = new ContentValues();
    values.put(""read"", 1);
    db.update(""articles"", values, ""article_id=?"", new String[]{String.valueOf(id)});
}","@Override
protected void onStop() {
    super.onStop();
}

private void markArticleRead(long id) {
    SQLiteDatabase db = null;
    try {
        db = newsDbHelper.getWritableDatabase();
        ContentValues values = new ContentValues();
        values.put(""read"", 1);
        db.update(""articles"", values, ""article_id=?"", new String[]{String.valueOf(id)});
    } finally {
        if (db != null && db.isOpen()) {
            db.close();
        }
    }
}","@Override
protected void onStop() {
    super.onStop();
}

private void markArticleRead(long id) {
    SQLiteDatabase db = newsDbHelper.getWritableDatabase();
    try {
        ContentValues values = new ContentValues();
        values.put(""read"", 1);
        db.update(""articles"", values, ""article_id=?"", new String[]{String.valueOf(id)});
    } finally {
        db.close();
    }
}","@Override
protected void onStop() {
    super.onStop();
}

private void markArticleRead(long id) {
    try (SQLiteDatabase db = newsDbHelper.getWritableDatabase()) {
        ContentValues values = new ContentValues();
        values.put(""read"", 1);
        db.update(""articles"", values, ""article_id=?"", new String[]{String.valueOf(id)});
    }
}"
Case_050_Owncloud_SINTETICO_1_BUG,OK - Já resolvido na rodada anterior,App de Musica,android.database.Cursor,"Cursor c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
if (c != null && c.moveToFirst()) {
    songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
    updateNowPlaying(songId);
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);","Cursor c = null;
try {
    c = db.query(
        PlaylistTable.TABLE_NAME,
        new String[]{PlaylistTable.COL_SONG_ID},
        PlaylistTable.COL_PLAYLIST_ID + ""=?"",
        new String[]{playlistId},
        null,
        null,
        null
    );
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);","Cursor c = null;
try {
    c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);","Cursor c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
try {
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);"
Case_158_OsmDroid_SINTETICO_10_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Realidade Aumentada,android.location.LocationListener,"public class ARNavigationActivity extends Activity implements LocationListener {

    private LocationManager locationManager;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        locationManager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        initializeARScene();
        locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 4000, 4, this);
    }

    @Override
    protected void onStop() {
        super.onStop();
        saveARSession();
    }

    @Override public void onLocationChanged(Location location) {}
    @Override public void onStatusChanged(String provider, int status, Bundle extras) {}
    @Override public void onProviderEnabled(String provider) {}
    @Override public void onProviderDisabled(String provider) {}
}","public class ARNavigationActivity extends Activity implements LocationListener {

    private LocationManager locationManager;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        locationManager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        initializeARScene();
        if (locationManager != null) {
            locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 4000, 4, this);
        }
    }

    @Override
    protected void onStop() {
        if (locationManager != null) {
            locationManager.removeUpdates(this);
        }
        saveARSession();
        super.onStop();
    }

    @Override public void onLocationChanged(Location location) {}
    @Override public void onStatusChanged(String provider, int status, Bundle extras) {}
    @Override public void onProviderEnabled(String provider) {}
    @Override public void onProviderDisabled(String provider) {}
}","public class ARNavigationActivity extends Activity implements LocationListener {

    private LocationManager locationManager;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        locationManager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        initializeARScene();
        locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 4000, 4, this);
    }

    @Override
    protected void onStop() {
        super.onStop();
        if (locationManager != null) {
            locationManager.removeUpdates(this);
        }
        saveARSession();
    }

    @Override public void onLocationChanged(Location location) {}
    @Override public void onStatusChanged(String provider, int status, Bundle extras) {}
    @Override public void onProviderEnabled(String provider) {}
    @Override public void onProviderDisabled(String provider) {}
}","public class ARNavigationActivity extends Activity implements LocationListener {

    private LocationManager locationManager;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        locationManager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        initializeARScene();
        locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 4000, 4, this);
    }

    @Override
    protected void onStop() {
        super.onStop();
        saveARSession();
    }

    @Override
    protected void onDestroy() {
        super.onDestroy();
        if (locationManager != null) {
            locationManager.removeUpdates(this);
        }
    }

    @Override public void onLocationChanged(Location location) {}
    @Override public void onStatusChanged(String provider, int status, Bundle extras) {}
    @Override public void onProviderEnabled(String provider) {}
    @Override public void onProviderDisabled(String provider) {}
}"
Case_265_Hacker News_SINTETICO_2_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Scanner de Documentos,java.io.ObjectInputStream,"import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static ScanProfile loadScanProfile(String filePath) {
    try {
        ObjectInputStream in = new ObjectInputStream(new FileInputStream(filePath));
        Object obj = in.readObject();
        if (obj instanceof ScanProfile) {
            return (ScanProfile) obj;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Failed to load scan profile"", e);
    }
    return null;
}

public static void saveScanProfile(String filePath, ScanProfile profile) {
    try {
        ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(filePath));
        out.writeObject(profile);
    } catch (Exception e) {
        Log.e(TAG, ""Failed to save scan profile"", e);
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static ScanProfile loadScanProfile(String filePath) {
    try (ObjectInputStream in = new ObjectInputStream(new FileInputStream(filePath))) {
        Object obj = in.readObject();
        if (obj instanceof ScanProfile) {
            return (ScanProfile) obj;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Failed to load scan profile"", e);
    }
    return null;
}

public static void saveScanProfile(String filePath, ScanProfile profile) {
    try (ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(filePath))) {
        out.writeObject(profile);
    } catch (Exception e) {
        Log.e(TAG, ""Failed to save scan profile"", e);
    }
}","public static ScanProfile loadScanProfile(String filePath) {
    try (ObjectInputStream in = new ObjectInputStream(new FileInputStream(filePath))) {
        Object obj = in.readObject();
        if (obj instanceof ScanProfile) {
            return (ScanProfile) obj;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Failed to load scan profile"", e);
    }
    return null;
}

public static void saveScanProfile(String filePath, ScanProfile profile) {
    try (ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(filePath))) {
        out.writeObject(profile);
    } catch (Exception e) {
        Log.e(TAG, ""Failed to save scan profile"", e);
    }
}","import java.io.FileInputStream;
import java.io.FileOutputStream;
import java.io.IOException;
import java.io.ObjectInputStream;
import java.io.ObjectOutputStream;

public static ScanProfile loadScanProfile(String filePath) {
    try (ObjectInputStream in = new ObjectInputStream(new FileInputStream(filePath))) {
        Object obj = in.readObject();
        if (obj instanceof ScanProfile) {
            return (ScanProfile) obj;
        }
    } catch (Exception e) {
        Log.e(TAG, ""Failed to load scan profile"", e);
    }
    return null;
}

public static void saveScanProfile(String filePath, ScanProfile profile) {
    try (ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(filePath))) {
        out.writeObject(profile);
    } catch (Exception e) {
        Log.e(TAG, ""Failed to save scan profile"", e);
    }
}"
Case_145_FBReaderJ_SINTETICO_3_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Fitness,android.database.sqlite.SQLiteDatabase,"public class WorkoutStatsStore {
    private SQLiteDatabase db;

    public WorkoutStatsStore(SQLiteDatabase db) {
        this.db = db;
    }

    public String getWeeklySummary() {
        Cursor c = db.query(""workouts"", new String[]{""type"", ""duration""}, null, null, null, null, ""date DESC"");
        StringBuilder summary = new StringBuilder();
        while (c.moveToNext()) {
            summary.append(c.getString(0)).append("":"").append(c.getInt(1)).append("";"");
        }
        return summary.toString();
    }
}","public class WorkoutStatsStore {
    private SQLiteDatabase db;

    public WorkoutStatsStore(SQLiteDatabase db) {
        this.db = db;
    }

    public String getWeeklySummary() {
        StringBuilder summary = new StringBuilder();
        try (Cursor c = db.query(""workouts"", new String[]{""type"", ""duration""}, null, null, null, null, ""date DESC"")) {
            while (c.moveToNext()) {
                summary.append(c.getString(0)).append("":"").append(c.getInt(1)).append("";"");
            }
        }
        return summary.toString();
    }
}","public class WorkoutStatsStore {
    private SQLiteDatabase db;

    public WorkoutStatsStore(SQLiteDatabase db) {
        this.db = db;
    }

    public String getWeeklySummary() {
        Cursor c = db.query(""workouts"", new String[]{""type"", ""duration""}, null, null, null, null, ""date DESC"");
        try {
            StringBuilder summary = new StringBuilder();
            while (c.moveToNext()) {
                summary.append(c.getString(0)).append("":"").append(c.getInt(1)).append("";"");
            }
            return summary.toString();
        } finally {
            c.close();
        }
    }
}","public class WorkoutStatsStore {
    private SQLiteDatabase db;

    public WorkoutStatsStore(SQLiteDatabase db) {
        this.db = db;
    }

    public String getWeeklySummary() {
        StringBuilder summary = new StringBuilder();
        try (Cursor c = db.query(""workouts"", new String[]{""type"", ""duration""}, null, null, null, null, ""date DESC"")) {
            while (c.moveToNext()) {
                summary.append(c.getString(0)).append("":"").append(c.getInt(1)).append("";"");
            }
        }
        return summary.toString();
    }
}"
Case_157_Ushahidi_SINTETICO_10_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Segurança,android.location.LocationListener,"public class AlertActivity extends Activity {

    private boolean alarmTriggered;

    private void monitorZone() {
        ZoneListener listener = new ZoneListener();
        LocationManager manager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        manager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 2000L, 40.0f, listener);
    }

    protected void onDestroy() {
        super.onDestroy();
        ((LocationManager) getSystemService(Context.LOCATION_SERVICE)).removeUpdates(new ZoneListener());
    }

    private class ZoneListener implements LocationListener {
        public void onLocationChanged(Location location) {
            if (location != null) {
                alarmTriggered = location.getAccuracy() > 100;
            }
        }
    }
}","public class AlertActivity extends Activity {

    private boolean alarmTriggered;
    private LocationManager locationManager;
    private ZoneListener zoneListener;

    private void monitorZone() {
        zoneListener = new ZoneListener();
        locationManager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        if (locationManager != null) {
            locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 2000L, 40.0f, zoneListener);
        }
    }

    @Override
    protected void onDestroy() {
        if (locationManager != null && zoneListener != null) {
            locationManager.removeUpdates(zoneListener);
        }
        super.onDestroy();
    }

    private class ZoneListener implements LocationListener {
        @Override
        public void onLocationChanged(Location location) {
            if (location != null) {
                alarmTriggered = location.getAccuracy() > 100;
            }
        }
    }
}","public class AlertActivity extends Activity {

    private boolean alarmTriggered;
    private ZoneListener listener;
    private LocationManager manager;

    private void monitorZone() {
        listener = new ZoneListener();
        manager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        manager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 2000L, 40.0f, listener);
    }

    protected void onDestroy() {
        super.onDestroy();
        if (manager != null && listener != null) {
            manager.removeUpdates(listener);
        }
    }

    private class ZoneListener implements LocationListener {
        public void onLocationChanged(Location location) {
            if (location != null) {
                alarmTriggered = location.getAccuracy() > 100;
            }
        }
    }
}","public class AlertActivity extends Activity {

    private boolean alarmTriggered;
    private ZoneListener listener;

    private void monitorZone() {
        listener = new ZoneListener();
        LocationManager manager = (LocationManager) getSystemService(Context.LOCATION_SERVICE);
        manager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 2000L, 40.0f, listener);
    }

    protected void onDestroy() {
        super.onDestroy();
        if (listener != null) {
            ((LocationManager) getSystemService(Context.LOCATION_SERVICE)).removeUpdates(listener);
        }
    }

    private class ZoneListener implements LocationListener {
        public void onLocationChanged(Location location) {
            if (location != null) {
                alarmTriggered = location.getAccuracy() > 100;
            }
        }
    }
}"
Case_278_K-9 Mail_SINTETICO_4_BUG,RESOLVIDO NESTA EXECUÇÃO,App de E-commerce,java.io.PipedOutputStream,"new Thread(() -> {
    try {
        invoicePayload.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Invoice generation failed"", e);
    }
}).start();","new Thread(() -> {
    try {
        invoicePayload.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Invoice generation failed"", e);
    } finally {
        if (out != null) {
            try {
                out.close();
            } catch (Exception e) {
                Log.e(TAG, ""Failed to close output stream"", e);
            }
        }
    }
}).start();","new Thread(() -> {
    try {
        invoicePayload.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Invoice generation failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close output stream"", e);
        }
    }
}).start();","new Thread(() -> {
    try {
        invoicePayload.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Invoice generation failed"", e);
    } finally {
        if (out != null) {
            try {
                out.close();
            } catch (Exception e) {
                Log.e(TAG, ""Failed to close resource"", e);
            }
        }
    }
}).start();"
