ID_Caso,Aplicacao,Classe_Recurso,codigo_com_bug,Tem_Fuga_de_Recurso,fix_gpt,fix_claude,fix_gemini
Case_050_Owncloud_SINTETICO_1_BUG,App de Musica,android.database.Cursor,"Cursor c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
if (c != null && c.moveToFirst()) {
    songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
    updateNowPlaying(songId);
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);",1,"Cursor c = null;
try {
    c = db.query(
        PlaylistTable.TABLE_NAME,
        new String[]{PlaylistTable.COL_SONG_ID},
        PlaylistTable.COL_PLAYLIST_ID + ""=?"",
        new String[]{playlistId},
        null,
        null,
        null
    );
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);","Cursor c = null;
try {
    c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);","Cursor c = db.query(PlaylistTable.TABLE_NAME, new String[]{PlaylistTable.COL_SONG_ID}, PlaylistTable.COL_PLAYLIST_ID + ""=?"", new String[]{playlistId}, null, null, null);
try {
    if (c != null && c.moveToFirst()) {
        songId = c.getLong(c.getColumnIndex(PlaylistTable.COL_SONG_ID));
        updateNowPlaying(songId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
Log.d(TAG, ""Loaded song from playlist: "" + songId);"
Case_050_Owncloud_SINTETICO_2_BUG,App de Scanner de Documentos,android.database.Cursor,"Cursor cursor = resolver.query(DocumentProvider.CONTENT_URI, projection, ""status=?"", new String[]{""READY""}, null);
if (cursor != null && cursor.moveToFirst()) {
    documentPath = cursor.getString(cursor.getColumnIndex(""file_path""));
    renderPreview(documentPath);
}
Toast.makeText(context, ""Preview loaded"", Toast.LENGTH_SHORT).show();",1,"Cursor cursor = null;
try {
    cursor = resolver.query(DocumentProvider.CONTENT_URI, projection, ""status=?"", new String[]{""READY""}, null);
    if (cursor != null && cursor.moveToFirst()) {
        documentPath = cursor.getString(cursor.getColumnIndex(""file_path""));
        renderPreview(documentPath);
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}
Toast.makeText(context, ""Preview loaded"", Toast.LENGTH_SHORT).show();","Cursor cursor = null;
try {
    cursor = resolver.query(DocumentProvider.CONTENT_URI, projection, ""status=?"", new String[]{""READY""}, null);
    if (cursor != null && cursor.moveToFirst()) {
        documentPath = cursor.getString(cursor.getColumnIndex(""file_path""));
        renderPreview(documentPath);
    }
    Toast.makeText(context, ""Preview loaded"", Toast.LENGTH_SHORT).show();
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = resolver.query(DocumentProvider.CONTENT_URI, projection, ""status=?"", new String[]{""READY""}, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        documentPath = cursor.getString(cursor.getColumnIndex(""file_path""));
        renderPreview(documentPath);
    }
}
Toast.makeText(context, ""Preview loaded"", Toast.LENGTH_SHORT).show();"
Case_050_Owncloud_SINTETICO_6_BUG,App de Chat,android.database.Cursor,"Cursor c = messageResolver.query(ChatProvider.MESSAGES_URI, null, ""thread_id=?"", new String[]{threadId}, null);
if (c != null && c.moveToFirst()) {
    lastMessage = c.getString(c.getColumnIndex(""body""));
    markThreadRead(threadId);
}
notifyConversationChanged(threadId);",1,"Cursor c = null;
try {
    c = messageResolver.query(ChatProvider.MESSAGES_URI, null, ""thread_id=?"", new String[]{threadId}, null);
    if (c != null && c.moveToFirst()) {
        lastMessage = c.getString(c.getColumnIndex(""body""));
        markThreadRead(threadId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
notifyConversationChanged(threadId);","Cursor c = null;
try {
    c = messageResolver.query(ChatProvider.MESSAGES_URI, null, ""thread_id=?"", new String[]{threadId}, null);
    if (c != null && c.moveToFirst()) {
        lastMessage = c.getString(c.getColumnIndex(""body""));
        markThreadRead(threadId);
    }
} finally {
    if (c != null) {
        c.close();
    }
}
notifyConversationChanged(threadId);","try (Cursor c = messageResolver.query(ChatProvider.MESSAGES_URI, null, ""thread_id=?"", new String[]{threadId}, null)) {
    if (c != null && c.moveToFirst()) {
        lastMessage = c.getString(c.getColumnIndex(""body""));
        markThreadRead(threadId);
    }
}
notifyConversationChanged(threadId);"
Case_054_Bankdroid_SINTETICO_1_BUG,App de Musica,android.database.Cursor,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class PlaylistRepository {
    private final SQLiteDatabase db;

    public PlaylistRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> loadFavoriteTracks(Context context) {
        List<String> tracks = new ArrayList<>();
        Cursor c = db.rawQuery(""SELECT title FROM tracks WHERE favorite=1"", null);
        while (c.moveToNext()) {
            tracks.add(c.getString(c.getColumnIndex(""title"")));
        }
        return tracks;
    }
}",1,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class PlaylistRepository {
    private final SQLiteDatabase db;

    public PlaylistRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> loadFavoriteTracks(Context context) {
        List<String> tracks = new ArrayList<>();
        try (Cursor c = db.rawQuery(""SELECT title FROM tracks WHERE favorite=1"", null)) {
            int titleIndex = c.getColumnIndexOrThrow(""title"");
            while (c.moveToNext()) {
                tracks.add(c.getString(titleIndex));
            }
        }
        return tracks;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class PlaylistRepository {
    private final SQLiteDatabase db;

    public PlaylistRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> loadFavoriteTracks(Context context) {
        List<String> tracks = new ArrayList<>();
        Cursor c = db.rawQuery(""SELECT title FROM tracks WHERE favorite=1"", null);
        try {
            while (c.moveToNext()) {
                tracks.add(c.getString(c.getColumnIndex(""title"")));
            }
        } finally {
            c.close();
        }
        return tracks;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class PlaylistRepository {
    private final SQLiteDatabase db;

    public PlaylistRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> loadFavoriteTracks(Context context) {
        List<String> tracks = new ArrayList<>();
        try (Cursor c = db.rawQuery(""SELECT title FROM tracks WHERE favorite=1"", null)) {
            while (c.moveToNext()) {
                tracks.add(c.getString(c.getColumnIndex(""title"")));
            }
        }
        return tracks;
    }
}"
Case_054_Bankdroid_SINTETICO_3_BUG,App de Fitness,android.database.Cursor,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.HashMap;
import java.util.Map;

public class WorkoutDao {
    private final SQLiteDatabase db;

    public WorkoutDao(SQLiteDatabase db) {
        this.db = db;
    }

    public Map<String, Integer> loadWeeklySummary(Context context) {
        Map<String, Integer> summary = new HashMap<>();
        Cursor cursor = db.rawQuery(""SELECT day, calories FROM workouts"", null);
        while (cursor.moveToNext()) {
            summary.put(cursor.getString(cursor.getColumnIndex(""day"")), cursor.getInt(cursor.getColumnIndex(""calories"")));
        }
        return summary;
    }
}",1,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.HashMap;
import java.util.Map;

public class WorkoutDao {
    private final SQLiteDatabase db;

    public WorkoutDao(SQLiteDatabase db) {
        this.db = db;
    }

    public Map<String, Integer> loadWeeklySummary(Context context) {
        Map<String, Integer> summary = new HashMap<>();
        try (Cursor cursor = db.rawQuery(""SELECT day, calories FROM workouts"", null)) {
            int dayIndex = cursor.getColumnIndexOrThrow(""day"");
            int caloriesIndex = cursor.getColumnIndexOrThrow(""calories"");
            while (cursor.moveToNext()) {
                summary.put(cursor.getString(dayIndex), cursor.getInt(caloriesIndex));
            }
        }
        return summary;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.HashMap;
import java.util.Map;

public class WorkoutDao {
    private final SQLiteDatabase db;

    public WorkoutDao(SQLiteDatabase db) {
        this.db = db;
    }

    public Map<String, Integer> loadWeeklySummary(Context context) {
        Map<String, Integer> summary = new HashMap<>();
        Cursor cursor = db.rawQuery(""SELECT day, calories FROM workouts"", null);
        try {
            while (cursor.moveToNext()) {
                summary.put(cursor.getString(cursor.getColumnIndex(""day"")), cursor.getInt(cursor.getColumnIndex(""calories"")));
            }
        } finally {
            cursor.close();
        }
        return summary;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.HashMap;
import java.util.Map;

public class WorkoutDao {
    private final SQLiteDatabase db;

    public WorkoutDao(SQLiteDatabase db) {
        this.db = db;
    }

    public Map<String, Integer> loadWeeklySummary(Context context) {
        Map<String, Integer> summary = new HashMap<>();
        try (Cursor cursor = db.rawQuery(""SELECT day, calories FROM workouts"", null)) {
            while (cursor.moveToNext()) {
                summary.put(cursor.getString(cursor.getColumnIndex(""day"")), cursor.getInt(cursor.getColumnIndex(""calories"")));
            }
        }
        return summary;
    }
}"
Case_054_Bankdroid_SINTETICO_4_BUG,App de E-commerce,android.database.Cursor,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class ProductRepository {
    private final SQLiteDatabase db;

    public ProductRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> searchProducts(Context context, String query) {
        List<String> results = new ArrayList<>();
        Cursor cursor = db.rawQuery(""SELECT name FROM products WHERE name LIKE ?"", new String[]{""%"" + query + ""%""});
        while (cursor.moveToNext()) {
            results.add(cursor.getString(cursor.getColumnIndex(""name"")));
        }
        return results;
    }
}",1,"import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class ProductRepository {
    private final SQLiteDatabase db;

    public ProductRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> searchProducts(Context context, String query) {
        List<String> results = new ArrayList<>();
        Cursor cursor = null;
        try {
            cursor = db.rawQuery(""SELECT name FROM products WHERE name LIKE ?"", new String[]{""%"" + query + ""%""});
            int nameColumnIndex = cursor.getColumnIndex(""name"");
            while (cursor.moveToNext()) {
                results.add(cursor.getString(nameColumnIndex));
            }
        } finally {
            if (cursor != null) {
                cursor.close();
            }
        }
        return results;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class ProductRepository {
    private final SQLiteDatabase db;

    public ProductRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> searchProducts(Context context, String query) {
        List<String> results = new ArrayList<>();
        Cursor cursor = null;
        try {
            cursor = db.rawQuery(""SELECT name FROM products WHERE name LIKE ?"", new String[]{""%"" + query + ""%""});
            while (cursor.moveToNext()) {
                results.add(cursor.getString(cursor.getColumnIndex(""name"")));
            }
        } finally {
            if (cursor != null) {
                cursor.close();
            }
        }
        return results;
    }
}","import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;

import java.util.ArrayList;
import java.util.List;

public class ProductRepository {
    private final SQLiteDatabase db;

    public ProductRepository(SQLiteDatabase db) {
        this.db = db;
    }

    public List<String> searchProducts(Context context, String query) {
        List<String> results = new ArrayList<>();
        try (Cursor cursor = db.rawQuery(""SELECT name FROM products WHERE name LIKE ?"", new String[]{""%"" + query + ""%""})) {
            while (cursor.moveToNext()) {
                results.add(cursor.getString(cursor.getColumnIndex(""name"")));
            }
        }
        return results;
    }
}"
Case_069_OSMTracker_SINTETICO_1_BUG,App de Musica,android.database.Cursor,"Cursor cursor = db.rawQuery(""SELECT _id, title FROM tracks WHERE favorite=1"", null);
if (cursor.moveToFirst()) {
    do {
        long trackId = cursor.getLong(0);
        playTrack(trackId);
    } while (cursor.moveToNext());
}",1,"Cursor cursor = null;
try {
    cursor = db.rawQuery(""SELECT _id, title FROM tracks WHERE favorite=1"", null);
    if (cursor.moveToFirst()) {
        do {
            long trackId = cursor.getLong(0);
            playTrack(trackId);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = db.rawQuery(""SELECT _id, title FROM tracks WHERE favorite=1"", null);
    if (cursor.moveToFirst()) {
        do {
            long trackId = cursor.getLong(0);
            playTrack(trackId);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = db.rawQuery(""SELECT _id, title FROM tracks WHERE favorite=1"", null);
try {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            long trackId = cursor.getLong(0);
            playTrack(trackId);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}"
Case_069_OSMTracker_SINTETICO_3_BUG,App de Fitness,android.database.Cursor,"Cursor cursor = workoutDb.query(""sessions"", new String[]{""duration"", ""calories""}, ""day=?"", new String[]{selectedDay}, null, null, null);
if (cursor.moveToFirst()) {
    int durationCol = cursor.getColumnIndex(""duration"");
    int caloriesCol = cursor.getColumnIndex(""calories"");
    updateSummary(cursor.getInt(durationCol), cursor.getInt(caloriesCol));
}",1,"Cursor cursor = null;
try {
    cursor = workoutDb.query(""sessions"", new String[]{""duration"", ""calories""}, ""day=?"", new String[]{selectedDay}, null, null, null);
    if (cursor != null && cursor.moveToFirst()) {
        int durationCol = cursor.getColumnIndex(""duration"");
        int caloriesCol = cursor.getColumnIndex(""calories"");
        updateSummary(cursor.getInt(durationCol), cursor.getInt(caloriesCol));
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = workoutDb.query(""sessions"", new String[]{""duration"", ""calories""}, ""day=?"", new String[]{selectedDay}, null, null, null);
    if (cursor.moveToFirst()) {
        int durationCol = cursor.getColumnIndex(""duration"");
        int caloriesCol = cursor.getColumnIndex(""calories"");
        updateSummary(cursor.getInt(durationCol), cursor.getInt(caloriesCol));
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = workoutDb.query(""sessions"", new String[]{""duration"", ""calories""}, ""day=?"", new String[]{selectedDay}, null, null, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        int durationCol = cursor.getColumnIndex(""duration"");
        int caloriesCol = cursor.getColumnIndex(""calories"");
        updateSummary(cursor.getInt(durationCol), cursor.getInt(caloriesCol));
    }
}"
Case_070_OSMTracker_SINTETICO_9_BUG,App de Educação,android.database.Cursor,"Cursor cursor = db.query(""courses"", new String[]{""course_name"", ""progress""}, ""student_id=?"", new String[]{studentId}, null, null, null);
if (cursor != null && cursor.moveToFirst()) {
    do {
        String courseName = cursor.getString(0);
        int progress = cursor.getInt(1);
        dashboard.addCourseProgress(courseName, progress);
    } while (cursor.moveToNext());
}
",1,"try (Cursor cursor = db.query(""courses"", new String[]{""course_name"", ""progress""}, ""student_id=?"", new String[]{studentId}, null, null, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String courseName = cursor.getString(0);
            int progress = cursor.getInt(1);
            dashboard.addCourseProgress(courseName, progress);
        } while (cursor.moveToNext());
    }
}","Cursor cursor = null;
try {
    cursor = db.query(""courses"", new String[]{""course_name"", ""progress""}, ""student_id=?"", new String[]{studentId}, null, null, null);
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String courseName = cursor.getString(0);
            int progress = cursor.getInt(1);
            dashboard.addCourseProgress(courseName, progress);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = db.query(""courses"", new String[]{""course_name"", ""progress""}, ""student_id=?"", new String[]{studentId}, null, null, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String courseName = cursor.getString(0);
            int progress = cursor.getInt(1);
            dashboard.addCourseProgress(courseName, progress);
        } while (cursor.moveToNext());
    }
}"
Case_070_OSMTracker_SINTETICO_10_BUG,App de Saúde,android.database.Cursor,"Cursor cursor = healthDb.query(""lab_results"", new String[]{""test_name"", ""value"", ""unit""}, ""patient_id=?"", new String[]{patientId}, null, null, ""tested_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        String testName = cursor.getString(0);
        String value = cursor.getString(1);
        String unit = cursor.getString(2);
        resultsView.addLine(testName + "": "" + value + unit);
    } while (cursor.moveToNext());
}
",1,"Cursor cursor = null;
try {
    cursor = healthDb.query(""lab_results"", new String[]{""test_name"", ""value"", ""unit""}, ""patient_id=?"", new String[]{patientId}, null, null, ""tested_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String testName = cursor.getString(0);
            String value = cursor.getString(1);
            String unit = cursor.getString(2);
            resultsView.addLine(testName + "": "" + value + unit);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = healthDb.query(""lab_results"", new String[]{""test_name"", ""value"", ""unit""}, ""patient_id=?"", new String[]{patientId}, null, null, ""tested_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String testName = cursor.getString(0);
            String value = cursor.getString(1);
            String unit = cursor.getString(2);
            resultsView.addLine(testName + "": "" + value + unit);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = healthDb.query(""lab_results"", new String[]{""test_name"", ""value"", ""unit""}, ""patient_id=?"", new String[]{patientId}, null, null, ""tested_at DESC"")) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String testName = cursor.getString(0);
            String value = cursor.getString(1);
            String unit = cursor.getString(2);
            resultsView.addLine(testName + "": "" + value + unit);
        } while (cursor.moveToNext());
    }
}"
Case_071_OSMTracker_SINTETICO_2_BUG,App de Scanner de Documentos,android.database.Cursor,"Cursor pageCursor = db.query(""scanned_pages"", null, ""doc_id=?"", new String[]{documentId}, null, null, ""page_index ASC"");
if (pageCursor.moveToFirst()) {
    firstPagePath = pageCursor.getString(pageCursor.getColumnIndex(""file_path""));
    lastModified = pageCursor.getLong(pageCursor.getColumnIndex(""modified_at""));
}
",1,"Cursor pageCursor = null;
try {
    pageCursor = db.query(""scanned_pages"", null, ""doc_id=?"", new String[]{documentId}, null, null, ""page_index ASC"");
    if (pageCursor != null && pageCursor.moveToFirst()) {
        firstPagePath = pageCursor.getString(pageCursor.getColumnIndex(""file_path""));
        lastModified = pageCursor.getLong(pageCursor.getColumnIndex(""modified_at""));
    }
} finally {
    if (pageCursor != null) {
        pageCursor.close();
    }
}","Cursor pageCursor = null;
try {
    pageCursor = db.query(""scanned_pages"", null, ""doc_id=?"", new String[]{documentId}, null, null, ""page_index ASC"");
    if (pageCursor.moveToFirst()) {
        firstPagePath = pageCursor.getString(pageCursor.getColumnIndex(""file_path""));
        lastModified = pageCursor.getLong(pageCursor.getColumnIndex(""modified_at""));
    }
} finally {
    if (pageCursor != null) {
        pageCursor.close();
    }
}","try (Cursor pageCursor = db.query(""scanned_pages"", null, ""doc_id=?"", new String[]{documentId}, null, null, ""page_index ASC"")) {
    if (pageCursor != null && pageCursor.moveToFirst()) {
        firstPagePath = pageCursor.getString(pageCursor.getColumnIndex(""file_path""));
        lastModified = pageCursor.getLong(pageCursor.getColumnIndex(""modified_at""));
    }
}"
Case_071_OSMTracker_SINTETICO_4_BUG,App de Mensagens,android.database.Cursor,"Cursor threadCursor = messageDb.query(""threads"", null, ""thread_id=?"", new String[]{threadId}, null, null, null);
if (threadCursor.moveToFirst()) {
    unreadCount = threadCursor.getInt(threadCursor.getColumnIndex(""unread_count""));
    lastMessage = threadCursor.getString(threadCursor.getColumnIndex(""last_message""));
}
",1,"Cursor threadCursor = null;
try {
    threadCursor = messageDb.query(""threads"", null, ""thread_id=?"", new String[]{threadId}, null, null, null);
    if (threadCursor != null && threadCursor.moveToFirst()) {
        unreadCount = threadCursor.getInt(threadCursor.getColumnIndex(""unread_count""));
        lastMessage = threadCursor.getString(threadCursor.getColumnIndex(""last_message""));
    }
} finally {
    if (threadCursor != null) {
        threadCursor.close();
    }
}","Cursor threadCursor = null;
try {
    threadCursor = messageDb.query(""threads"", null, ""thread_id=?"", new String[]{threadId}, null, null, null);
    if (threadCursor.moveToFirst()) {
        unreadCount = threadCursor.getInt(threadCursor.getColumnIndex(""unread_count""));
        lastMessage = threadCursor.getString(threadCursor.getColumnIndex(""last_message""));
    }
} finally {
    if (threadCursor != null) {
        threadCursor.close();
    }
}","try (Cursor threadCursor = messageDb.query(""threads"", null, ""thread_id=?"", new String[]{threadId}, null, null, null)) {
    if (threadCursor != null && threadCursor.moveToFirst()) {
        unreadCount = threadCursor.getInt(threadCursor.getColumnIndex(""unread_count""));
        lastMessage = threadCursor.getString(threadCursor.getColumnIndex(""last_message""));
    }
}"
Case_078_IRCCloud_SINTETICO_1_BUG,App de Musica,android.database.Cursor,"Cursor cursor = getContentResolver().query(MediaStore.Audio.Media.EXTERNAL_CONTENT_URI, new String[]{MediaStore.Audio.Media.TITLE, MediaStore.Audio.Media.ARTIST}, MediaStore.Audio.Media.ALBUM_ID + ""=?"", new String[]{albumId}, null);
if (cursor != null && cursor.moveToFirst()) {
    songTitle = cursor.getString(0);
    artistName = cursor.getString(1);
    cursor.close();
} else {
    songTitle = ""Unknown"";
}
",1,"Cursor cursor = null;
try {
    cursor = getContentResolver().query(
        MediaStore.Audio.Media.EXTERNAL_CONTENT_URI,
        new String[]{MediaStore.Audio.Media.TITLE, MediaStore.Audio.Media.ARTIST},
        MediaStore.Audio.Media.ALBUM_ID + ""=?"",
        new String[]{albumId},
        null
    );
    if (cursor != null && cursor.moveToFirst()) {
        songTitle = cursor.getString(0);
        artistName = cursor.getString(1);
    } else {
        songTitle = ""Unknown"";
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = getContentResolver().query(MediaStore.Audio.Media.EXTERNAL_CONTENT_URI, new String[]{MediaStore.Audio.Media.TITLE, MediaStore.Audio.Media.ARTIST}, MediaStore.Audio.Media.ALBUM_ID + ""=?"", new String[]{albumId}, null);
    if (cursor != null && cursor.moveToFirst()) {
        songTitle = cursor.getString(0);
        artistName = cursor.getString(1);
    } else {
        songTitle = ""Unknown"";
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = getContentResolver().query(MediaStore.Audio.Media.EXTERNAL_CONTENT_URI, new String[]{MediaStore.Audio.Media.TITLE, MediaStore.Audio.Media.ARTIST}, MediaStore.Audio.Media.ALBUM_ID + ""=?"", new String[]{albumId}, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        songTitle = cursor.getString(0);
        artistName = cursor.getString(1);
    } else {
        songTitle = ""Unknown"";
    }
}"
Case_078_IRCCloud_SINTETICO_8_BUG,App de Finanças Pessoais,android.database.Cursor,"Cursor cursor = db.query(""transactions"", new String[]{""amount"", ""category""}, ""account_id=?"", new String[]{accountId}, null, null, ""date DESC"");
if (cursor != null && cursor.moveToFirst()) {
    amount = cursor.getDouble(0);
    category = cursor.getString(1);
    cursor.close();
} else {
    amount = 0.0;
}
",1,"Cursor cursor = null;
try {
    cursor = db.query(""transactions"", new String[]{""amount"", ""category""}, ""account_id=?"", new String[]{accountId}, null, null, ""date DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        amount = cursor.getDouble(0);
        category = cursor.getString(1);
    } else {
        amount = 0.0;
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = db.query(""transactions"", new String[]{""amount"", ""category""}, ""account_id=?"", new String[]{accountId}, null, null, ""date DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        amount = cursor.getDouble(0);
        category = cursor.getString(1);
    } else {
        amount = 0.0;
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = db.query(""transactions"", new String[]{""amount"", ""category""}, ""account_id=?"", new String[]{accountId}, null, null, ""date DESC"")) {
    if (cursor != null && cursor.moveToFirst()) {
        amount = cursor.getDouble(0);
        category = cursor.getString(1);
    } else {
        amount = 0.0;
    }
}"
Case_078_IRCCloud_SINTETICO_11_BUG,App de Biblioteca,android.database.Cursor,"Cursor cursor = db.query(""books"", new String[]{""title"", ""author""}, ""isbn=?"", new String[]{isbn}, null, null, null);
if (cursor != null && cursor.moveToFirst()) {
    bookTitle = cursor.getString(0);
    author = cursor.getString(1);
    cursor.close();
} else {
    bookTitle = ""Not found"";
}
",1,"Cursor cursor = null;
try {
    cursor = db.query(""books"", new String[]{""title"", ""author""}, ""isbn=?"", new String[]{isbn}, null, null, null);
    if (cursor != null && cursor.moveToFirst()) {
        bookTitle = cursor.getString(0);
        author = cursor.getString(1);
    } else {
        bookTitle = ""Not found"";
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = db.query(""books"", new String[]{""title"", ""author""}, ""isbn=?"", new String[]{isbn}, null, null, null);
    if (cursor != null && cursor.moveToFirst()) {
        bookTitle = cursor.getString(0);
        author = cursor.getString(1);
    } else {
        bookTitle = ""Not found"";
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = db.query(""books"", new String[]{""title"", ""author""}, ""isbn=?"", new String[]{isbn}, null, null, null)) {
    if (cursor != null && cursor.moveToFirst()) {
        bookTitle = cursor.getString(0);
        author = cursor.getString(1);
    } else {
        bookTitle = ""Not found"";
    }
}"
Case_089_Wordpress_SINTETICO_6_BUG,App de Mensagens,android.database.Cursor,"public void refreshThreads() {
    swapCursor(mThreadQuery.getThreads());
}

public ThreadItem getThread(int position) {
    return mCursor.get(position);
}",1,"public void refreshThreads() {
    if (mThreadQuery == null) {
        return;
    }
    Cursor newCursor = null;
    try {
        newCursor = mThreadQuery.getThreads();
        swapCursor(newCursor);
        newCursor = null;
    } finally {
        if (newCursor != null) {
            newCursor.close();
        }
    }
}

public ThreadItem getThread(int position) {
    return mCursor.get(position);
}","public void refreshThreads() {
    List<ThreadItem> oldCursor = mCursor;
    swapCursor(mThreadQuery.getThreads());
    if (oldCursor != null && oldCursor instanceof Closeable) {
        try {
            ((Closeable) oldCursor).close();
        } catch (IOException e) {
            // ignore
        }
    }
}

public ThreadItem getThread(int position) {
    return mCursor.get(position);
}","public void refreshThreads() {
    Cursor oldCursor = swapCursor(mThreadQuery.getThreads());
    if (oldCursor != null) {
        oldCursor.close();
    }
}

public ThreadItem getThread(int position) {
    return mCursor.get(position);
}"
