ID_Caso;Aplicacao;Classe_Recurso;Codigo_Snippet;Tem_Fuga_de_Recurso
Case_003_AnkiDroid_SINTETICO_9_BUG;App de Viagens;android.database.Cursor;"Cursor cur = null;
try {
    cur = travelDb.query(""flights"", new String[]{""airport"", ""gate""}, ""departure_city=?"", new String[]{city}, null, null, ""departure_time ASC"");
    if (cur.moveToFirst()) {
        airportName = cur.getString(0);
        gateNumber = cur.getString(1);
    }
    cur = travelDb.query(""hotels"", new String[]{""name"", ""stars""}, ""city=?"", new String[]{city}, null, null, ""stars DESC"");
    if (cur.moveToFirst()) {
        hotelName = cur.getString(0);
        hotelStars = cur.getInt(1);
    }
} catch (Throwable t) {
    logger.error(""TravelApp query failed"", t);
}";1
Case_003_AnkiDroid_SINTETICO_9_FIX;App de Viagens;android.database.Cursor;"Cursor cur = null;
try {
    cur = travelDb.query(""flights"", new String[]{""airport"", ""gate""}, ""departure_city=?"", new String[]{city}, null, null, ""departure_time ASC"");
    if (cur.moveToFirst()) {
        airportName = cur.getString(0);
        gateNumber = cur.getString(1);
    }
    if (cur != null && !cur.isClosed()) {
        cur.close();
    }
    cur = travelDb.query(""hotels"", new String[]{""name"", ""stars""}, ""city=?"", new String[]{city}, null, null, ""stars DESC"");
    if (cur.moveToFirst()) {
        hotelName = cur.getString(0);
        hotelStars = cur.getInt(1);
    }
} catch (Throwable t) {
    logger.error(""TravelApp query failed"", t);
} finally {
    if (cur != null && !cur.isClosed()) {
        cur.close();
    }
}";0
Case_006_AnkiDroid_SINTETICO_1_BUG;App de Musica;android.database.Cursor;"public boolean existsTrack(String trackId) {
    return getReadableDatabase().rawQuery(""SELECT 1 FROM tracks WHERE id = '"" + trackId + ""'"", null).moveToFirst();
}

public String getTrackTitle(String trackId) {
    Cursor cursor = getReadableDatabase().rawQuery(""SELECT title FROM tracks WHERE id = '"" + trackId + ""'"", null);
    if (cursor.moveToFirst()) {
        return cursor.getString(0);
    }
    return null;
}";1
Case_006_AnkiDroid_SINTETICO_1_FIX;App de Musica;android.database.Cursor;"public boolean existsTrack(String trackId) {
    Cursor cursor = null;
    try {
        cursor = getReadableDatabase().rawQuery(""SELECT 1 FROM tracks WHERE id = '"" + trackId + ""'"", null);
        return cursor.moveToFirst();
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}

public String getTrackTitle(String trackId) {
    Cursor cursor = null;
    try {
        cursor = getReadableDatabase().rawQuery(""SELECT title FROM tracks WHERE id = '"" + trackId + ""'"", null);
        if (cursor.moveToFirst()) {
            return cursor.getString(0);
        }
        return null;
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_2_BUG;App de Scanner de Documentos;android.database.Cursor;"public int countPages(String documentId) {
    Cursor cur = db.rawQuery(""SELECT page_count FROM documents WHERE doc_id = '"" + documentId + ""'"", null);
    if (cur.moveToFirst()) {
        return cur.getInt(0);
    }
    return 0;
}

public boolean hasOCRResult(String documentId) {
    return db.rawQuery(""SELECT 1 FROM ocr_results WHERE doc_id = '"" + documentId + ""'"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_2_FIX;App de Scanner de Documentos;android.database.Cursor;"public int countPages(String documentId) {
    Cursor cur = null;
    try {
        cur = db.rawQuery(""SELECT page_count FROM documents WHERE doc_id = '"" + documentId + ""'"", null);
        if (cur.moveToFirst()) {
            return cur.getInt(0);
        }
        return 0;
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}

public boolean hasOCRResult(String documentId) {
    Cursor cur = null;
    try {
        cur = db.rawQuery(""SELECT 1 FROM ocr_results WHERE doc_id = '"" + documentId + ""'"", null);
        return cur.moveToNext();
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_3_BUG;App de Fitness;android.database.Cursor;"public double getWorkoutCalories(String workoutId) {
    Cursor c = database.rawQuery(""SELECT calories FROM workouts WHERE id = '"" + workoutId + ""'"", null);
    if (c.moveToFirst()) {
        return c.getDouble(0);
    }
    throw new IllegalStateException(""Workout not found"");
}

public boolean isWorkoutCompleted(String workoutId) {
    return database.rawQuery(""SELECT completed FROM workouts WHERE id = '"" + workoutId + ""'"", null).moveToFirst();
}";1
Case_006_AnkiDroid_SINTETICO_3_FIX;App de Fitness;android.database.Cursor;"public double getWorkoutCalories(String workoutId) {
    Cursor c = null;
    try {
        c = database.rawQuery(""SELECT calories FROM workouts WHERE id = '"" + workoutId + ""'"", null);
        if (c.moveToFirst()) {
            return c.getDouble(0);
        }
        throw new IllegalStateException(""Workout not found"");
    } finally {
        if (c != null) {
            c.close();
        }
    }
}

public boolean isWorkoutCompleted(String workoutId) {
    Cursor c = null;
    try {
        c = database.rawQuery(""SELECT completed FROM workouts WHERE id = '"" + workoutId + ""'"", null);
        return c.moveToFirst();
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_4_BUG;App de E-commerce;android.database.Cursor;"public int getStock(String sku) {
    Cursor cursor = db.rawQuery(""SELECT stock FROM inventory WHERE sku = '"" + sku + ""'"", null);
    if (cursor.moveToFirst()) {
        return cursor.getInt(0);
    }
    return -1;
}

public boolean productExists(String sku) {
    return db.rawQuery(""SELECT 1 FROM inventory WHERE sku = '"" + sku + ""'"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_4_FIX;App de E-commerce;android.database.Cursor;"public int getStock(String sku) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT stock FROM inventory WHERE sku = '"" + sku + ""'"", null);
        if (cursor.moveToFirst()) {
            return cursor.getInt(0);
        }
        return -1;
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}

public boolean productExists(String sku) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT 1 FROM inventory WHERE sku = '"" + sku + ""'"", null);
        return cursor.moveToNext();
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_5_BUG;App de Navegação;android.database.Cursor;"public double getRouteDistance(String routeId) {
    Cursor cur = getDatabase().rawQuery(""SELECT distance_km FROM routes WHERE route_id = '"" + routeId + ""'"", null);
    if (cur.moveToFirst()) {
        return cur.getDouble(0);
    }
    return 0.0;
}

public boolean routeHasTolls(String routeId) {
    return getDatabase().rawQuery(""SELECT tolls FROM routes WHERE route_id = '"" + routeId + ""'"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_5_FIX;App de Navegação;android.database.Cursor;"public double getRouteDistance(String routeId) {
    Cursor cur = null;
    try {
        cur = getDatabase().rawQuery(""SELECT distance_km FROM routes WHERE route_id = '"" + routeId + ""'"", null);
        if (cur.moveToFirst()) {
            return cur.getDouble(0);
        }
        return 0.0;
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}

public boolean routeHasTolls(String routeId) {
    Cursor cur = null;
    try {
        cur = getDatabase().rawQuery(""SELECT tolls FROM routes WHERE route_id = '"" + routeId + ""'"", null);
        return cur.moveToNext();
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_6_BUG;App de Chat;android.database.Cursor;"public String getLastMessage(String conversationId) {
    Cursor c = sqlite.rawQuery(""SELECT message FROM messages WHERE conversation_id = '"" + conversationId + ""' ORDER BY sent_at DESC LIMIT 1"", null);
    if (c.moveToFirst()) {
        return c.getString(0);
    }
    return """";
}

public boolean hasUnreadMessages(String conversationId) {
    return sqlite.rawQuery(""SELECT 1 FROM messages WHERE conversation_id = '"" + conversationId + ""' AND read = 0"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_6_FIX;App de Chat;android.database.Cursor;"public String getLastMessage(String conversationId) {
    Cursor c = null;
    try {
        c = sqlite.rawQuery(""SELECT message FROM messages WHERE conversation_id = '"" + conversationId + ""' ORDER BY sent_at DESC LIMIT 1"", null);
        if (c.moveToFirst()) {
            return c.getString(0);
        }
        return """";
    } finally {
        if (c != null) {
            c.close();
        }
    }
}

public boolean hasUnreadMessages(String conversationId) {
    Cursor c = null;
    try {
        c = sqlite.rawQuery(""SELECT 1 FROM messages WHERE conversation_id = '"" + conversationId + ""' AND read = 0"", null);
        return c.moveToNext();
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_7_BUG;App de Receita/Culinária;android.database.Cursor;"public String getRecipeName(String recipeId) {
    Cursor cursor = db.rawQuery(""SELECT name FROM recipes WHERE id = '"" + recipeId + ""'"", null);
    if (cursor.moveToFirst()) {
        return cursor.getString(0);
    }
    return null;
}

public int getRecipeTime(String recipeId) {
    Cursor cursor = db.rawQuery(""SELECT time_minutes FROM recipes WHERE id = '"" + recipeId + ""'"", null);
    if (cursor.moveToFirst()) {
        return cursor.getInt(0);
    }
    return 0;
}";1
Case_006_AnkiDroid_SINTETICO_7_FIX;App de Receita/Culinária;android.database.Cursor;"public String getRecipeName(String recipeId) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT name FROM recipes WHERE id = '"" + recipeId + ""'"", null);
        if (cursor.moveToFirst()) {
            return cursor.getString(0);
        }
        return null;
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}

public int getRecipeTime(String recipeId) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT time_minutes FROM recipes WHERE id = '"" + recipeId + ""'"", null);
        if (cursor.moveToFirst()) {
            return cursor.getInt(0);
        }
        return 0;
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_8_BUG;App de Fotos;android.database.Cursor;"public boolean photoExists(String photoId) {
    return database.rawQuery(""SELECT 1 FROM photos WHERE id = '"" + photoId + ""'"", null).moveToFirst();
}

public long getPhotoTimestamp(String photoId) {
    Cursor cur = database.rawQuery(""SELECT taken_at FROM photos WHERE id = '"" + photoId + ""'"", null);
    if (cur.moveToFirst()) {
        return cur.getLong(0);
    }
    return -1L;
}";1
Case_006_AnkiDroid_SINTETICO_8_FIX;App de Fotos;android.database.Cursor;"public boolean photoExists(String photoId) {
    Cursor cur = null;
    try {
        cur = database.rawQuery(""SELECT 1 FROM photos WHERE id = '"" + photoId + ""'"", null);
        return cur.moveToFirst();
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}

public long getPhotoTimestamp(String photoId) {
    Cursor cur = null;
    try {
        cur = database.rawQuery(""SELECT taken_at FROM photos WHERE id = '"" + photoId + ""'"", null);
        if (cur.moveToFirst()) {
            return cur.getLong(0);
        }
        return -1L;
    } finally {
        if (cur != null) {
            cur.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_9_BUG;App de Transporte/Carpool;android.database.Cursor;"public int getAvailableSeats(String rideId) {
    Cursor c = db.rawQuery(""SELECT seats_left FROM rides WHERE id = '"" + rideId + ""'"", null);
    if (c.moveToFirst()) {
        return c.getInt(0);
    }
    return 0;
}

public boolean isRideActive(String rideId) {
    return db.rawQuery(""SELECT active FROM rides WHERE id = '"" + rideId + ""'"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_9_FIX;App de Transporte/Carpool;android.database.Cursor;"public int getAvailableSeats(String rideId) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT seats_left FROM rides WHERE id = '"" + rideId + ""'"", null);
        if (c.moveToFirst()) {
            return c.getInt(0);
        }
        return 0;
    } finally {
        if (c != null) {
            c.close();
        }
    }
}

public boolean isRideActive(String rideId) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT active FROM rides WHERE id = '"" + rideId + ""'"", null);
        return c.moveToNext();
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_006_AnkiDroid_SINTETICO_10_BUG;App de Saúde;android.database.Cursor;"public float getAverageHeartRate(String patientId) {
    Cursor cursor = db.rawQuery(""SELECT avg_hr FROM vitals WHERE patient_id = '"" + patientId + ""'"", null);
    if (cursor.moveToFirst()) {
        return cursor.getFloat(0);
    }
    return 0f;
}

public boolean hasRecentAlert(String patientId) {
    return db.rawQuery(""SELECT 1 FROM alerts WHERE patient_id = '"" + patientId + ""' AND acknowledged = 0"", null).moveToNext();
}";1
Case_006_AnkiDroid_SINTETICO_10_FIX;App de Saúde;android.database.Cursor;"public float getAverageHeartRate(String patientId) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT avg_hr FROM vitals WHERE patient_id = '"" + patientId + ""'"", null);
        if (cursor.moveToFirst()) {
            return cursor.getFloat(0);
        }
        return 0f;
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}

public boolean hasRecentAlert(String patientId) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT 1 FROM alerts WHERE patient_id = '"" + patientId + ""' AND acknowledged = 0"", null);
        return cursor.moveToNext();
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_1_BUG;App de Musica;android.database.Cursor;"public void atualizarBiblioteca(SQLiteDatabase db) {
    Cursor c = db.rawQuery(""SELECT COUNT(*) FROM playlists"", null);
    int total = 0;
    if (c.moveToFirst()) {
        total = c.getInt(0);
    }
    if (total == 0) {
        db.execSQL(""CREATE TABLE IF NOT EXISTS playlists (id INTEGER PRIMARY KEY, nome TEXT NOT NULL)"");
    }
    db.execSQL(""ALTER TABLE tracks ADD COLUMN favorite INTEGER NOT NULL DEFAULT 0"");
}";1
Case_025_AnkiDroid_SINTETICO_1_FIX;App de Musica;android.database.Cursor;"public void atualizarBiblioteca(SQLiteDatabase db) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT COUNT(*) FROM playlists"", null);
        int total = 0;
        if (c.moveToFirst()) {
            total = c.getInt(0);
        }
        if (total == 0) {
            db.execSQL(""CREATE TABLE IF NOT EXISTS playlists (id INTEGER PRIMARY KEY, nome TEXT NOT NULL)"");
        }
        db.execSQL(""ALTER TABLE tracks ADD COLUMN favorite INTEGER NOT NULL DEFAULT 0"");
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_2_BUG;App de Scanner de Documentos;android.database.Cursor;"public void verificarEstrutura(SQLiteDatabase db) {
    Cursor cursor = db.rawQuery(""PRAGMA table_info(scans)"", null);
    int columns = cursor.getCount();
    if (columns < 5) {
        db.execSQL(""ALTER TABLE scans ADD COLUMN dpi INTEGER NOT NULL DEFAULT 300"");
        db.execSQL(""ALTER TABLE scans ADD COLUMN format TEXT NOT NULL DEFAULT 'PDF'"");
    }
}";1
Case_025_AnkiDroid_SINTETICO_2_FIX;App de Scanner de Documentos;android.database.Cursor;"public void verificarEstrutura(SQLiteDatabase db) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""PRAGMA table_info(scans)"", null);
        int columns = cursor.getCount();
        if (columns < 5) {
            db.execSQL(""ALTER TABLE scans ADD COLUMN dpi INTEGER NOT NULL DEFAULT 300"");
            db.execSQL(""ALTER TABLE scans ADD COLUMN format TEXT NOT NULL DEFAULT 'PDF'"");
        }
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_4_BUG;App de Leitor de Notícias;android.database.Cursor;"public void validarCategorias(SQLiteDatabase db) {
    Cursor c = db.rawQuery(""SELECT name FROM sqlite_master WHERE type='table' AND name='articles'"", null);
    if (c.getCount() == 0) {
        db.execSQL(""CREATE TABLE IF NOT EXISTS articles (id INTEGER PRIMARY KEY, title TEXT NOT NULL)"");
    } else {
        db.execSQL(""ALTER TABLE articles ADD COLUMN source TEXT NOT NULL DEFAULT 'unknown'"");
    }
}";1
Case_025_AnkiDroid_SINTETICO_4_FIX;App de Leitor de Notícias;android.database.Cursor;"public void validarCategorias(SQLiteDatabase db) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT name FROM sqlite_master WHERE type='table' AND name='articles'"", null);
        if (c.getCount() == 0) {
            db.execSQL(""CREATE TABLE IF NOT EXISTS articles (id INTEGER PRIMARY KEY, title TEXT NOT NULL)"");
        } else {
            db.execSQL(""ALTER TABLE articles ADD COLUMN source TEXT NOT NULL DEFAULT 'unknown'"");
        }
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_6_BUG;App de Mapas e Navegação;android.database.Cursor;"public void checkPois(SQLiteDatabase db) {
    Cursor cursor = db.rawQuery(""SELECT COUNT(*) FROM poi_cache"", null);
    cursor.moveToFirst();
    int total = cursor.getInt(0);
    if (total == 0) {
        db.execSQL(""CREATE TABLE IF NOT EXISTS poi_cache (id INTEGER PRIMARY KEY, lat REAL, lng REAL)"");
    }
}";1
Case_025_AnkiDroid_SINTETICO_6_FIX;App de Mapas e Navegação;android.database.Cursor;"public void checkPois(SQLiteDatabase db) {
    Cursor cursor = null;
    try {
        cursor = db.rawQuery(""SELECT COUNT(*) FROM poi_cache"", null);
        cursor.moveToFirst();
        int total = cursor.getInt(0);
        if (total == 0) {
            db.execSQL(""CREATE TABLE IF NOT EXISTS poi_cache (id INTEGER PRIMARY KEY, lat REAL, lng REAL)"");
        }
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_7_BUG;App de Banco/Finanças;android.database.Cursor;"public void migraDados(SQLiteDatabase db) {
    Cursor c = db.rawQuery(""SELECT * FROM transactions WHERE status='PENDING'"", null);
    int pending = c.getCount();
    if (pending > 0) {
        db.execSQL(""UPDATE transactions SET reviewed=1 WHERE status='PENDING'"");
    }
    db.execSQL(""ALTER TABLE transactions ADD COLUMN category TEXT DEFAULT 'misc'"");
}";1
Case_025_AnkiDroid_SINTETICO_7_FIX;App de Banco/Finanças;android.database.Cursor;"public void migraDados(SQLiteDatabase db) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT * FROM transactions WHERE status='PENDING'"", null);
        int pending = c.getCount();
        if (pending > 0) {
            db.execSQL(""UPDATE transactions SET reviewed=1 WHERE status='PENDING'"");
        }
        db.execSQL(""ALTER TABLE transactions ADD COLUMN category TEXT DEFAULT 'misc'"");
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_025_AnkiDroid_SINTETICO_8_BUG;App de Calendário;android.database.Cursor;"public void atualizarEventos(SQLiteDatabase db) {
    Cursor c = db.rawQuery(""SELECT id FROM events WHERE recurring = 1"", null);
    if (c.getCount() > 10) {
        db.execSQL(""ALTER TABLE events ADD COLUMN reminderMinutes INTEGER NOT NULL DEFAULT 15"");
    }
}";1
Case_025_AnkiDroid_SINTETICO_8_FIX;App de Calendário;android.database.Cursor;"public void atualizarEventos(SQLiteDatabase db) {
    Cursor c = null;
    try {
        c = db.rawQuery(""SELECT id FROM events WHERE recurring = 1"", null);
        if (c.getCount() > 10) {
            db.execSQL(""ALTER TABLE events ADD COLUMN reminderMinutes INTEGER NOT NULL DEFAULT 15"");
        }
    } finally {
        if (c != null) {
            c.close();
        }
    }
}";0
Case_026_AnySoftKeyboard_SINTETICO_1_BUG;App de Musica;android.database.Cursor;"Cursor cursor = db.query(""tracks"", cols, ""artist=?"", new String[]{artist}, null, null, ""title ASC"");
if (cursor == null || cursor.getCount() == 0) {
    return;
}
if (cursor.moveToFirst()) {
    currentTrackId = cursor.getLong(cursor.getColumnIndexOrThrow(""_id""));
}
";1
Case_026_AnySoftKeyboard_SINTETICO_1_FIX;App de Musica;android.database.Cursor;"Cursor cursor = db.query(""tracks"", cols, ""artist=?"", new String[]{artist}, null, null, ""title ASC"");
if (cursor == null || cursor.getCount() == 0) {
    if (cursor != null) cursor.close();
    return;
}
if (cursor.moveToFirst()) {
    currentTrackId = cursor.getLong(cursor.getColumnIndexOrThrow(""_id""));
}
cursor.close();
";0
Case_026_AnySoftKeyboard_SINTETICO_3_BUG;App de Fitness;android.database.Cursor;"Cursor cursor = workoutDb.query(""sessions"", null, ""day=?"", new String[]{day}, null, null, null);
if (cursor != null && cursor.moveToFirst()) {
    int steps = cursor.getInt(cursor.getColumnIndexOrThrow(""steps""));
    if (steps < 1000) {
        return;
    }
}
updateGoalProgress();
";1
Case_026_AnySoftKeyboard_SINTETICO_3_FIX;App de Fitness;android.database.Cursor;"Cursor cursor = workoutDb.query(""sessions"", null, ""day=?"", new String[]{day}, null, null, null);
try {
    if (cursor != null && cursor.moveToFirst()) {
        int steps = cursor.getInt(cursor.getColumnIndexOrThrow(""steps""));
        if (steps < 1000) {
            return;
        }
    }
    updateGoalProgress();
} finally {
    if (cursor != null) cursor.close();
}
";0
Case_026_AnySoftKeyboard_SINTETICO_4_BUG;App de Contactos;android.database.Cursor;"Cursor cursor = contactsDb.query(""contacts"", new String[]{""_id"", ""name""}, ""favorite=1"", null, null, null, ""name ASC"");
if (cursor == null) {
    return Collections.emptyList();
}
List<String> favorites = new ArrayList<>();
while (cursor.moveToNext()) {
    favorites.add(cursor.getString(cursor.getColumnIndexOrThrow(""name"")));
}
return favorites;
";1
